compound_stem,SMILES,compound_name,pubchem_cid,kegg_kid,classifier_target,similar_to
K25118989,CCOC(=O)COc1ccc(cc1)C(=O)NC1CCCCC1,ST50197540,731945,NA,NA,NA
A79428787,CC(C)OC(=O)C(C)n1cnc2scc(-c3ccc(Br)cc3)c2c1=O,ST50198157,2792730,NA,NA,NA
K97924174,CCOc1ccc(OCC(=O)Nc2cccc(F)c2)cc1,ST50198520,732621,NA,NA,NA
K63925755,CCOc1ccc(OCC(=O)Nc2nccs2)cc1,ST50198522,732622,NA,NA,NA
K39709319,CCOC(=O)c1cnc2c(C)c(C)ccc2c1NCc1ccco1,ST50200065,733357,NA,NA,NA
K48777664,CCOC(=O)COc1ccc(cc1)C(=O)Nc1cccc(Cl)c1C,ST50200069,733362,NA,NA,NA
K12046635,CCCc1ccc(OC(=O)c2ccc(OC)c(OC)c2)cc1,ST50201372,733863,NA,NA,NA
K57630237,COc1ccc(cc1OC)C(=O)Oc1ccc(cc1)C(=O)OCc1ccccc1,ST50201389,1194529,NA,NA,NA
K28194046,COc1cc(C(=O)Nc2nc3CCCCc3s2)c(Br)c(OC)c1OC,ST50207043,1179187,NA,NA,NA
K55633755,COC(=O)CSc1nnc(o1)-c1ccc(C)cc1,ST50249316,779974,NA,NA,NA
K45617708,COC(=O)c1ccc(NC(=O)CSc2nnc(o2)-c2ccc(Br)cc2)cc1,ST50249395,1117461,NA,NA,NA
K18303259,COc1ccc(cc1OC)C1(CNC(=O)c2cc(cc(c2)[N+]([O-])=O)[N+]([O-])=O)CCCC1,ST50251327,3130302,NA,NA,NA
K56316015,Cc1ccc(C)c(c1)N1C(=O)c2cccc3c(ccc(C1=O)c23)[N+]([O-])=O,ST50276323,886841,NA,NA,NA
K06034815,O=C(NC1CCCCC1)N1CCN(Cc2ccc3OCOc3c2)CC1,ST50277630,2982080,NA,NA,NA
K85858793,Clc1ccccc1Cc1cnc(NC(=O)C2=NCCN2)s1,ST50289735,2145530,NA,NA,NA
K34629879,COC(=O)CCS(=O)(=O)c1nc(cc(n1)C(F)(F)F)-c1cccs1,ST50635859,4046785,NA,NA,NA
K58562357,Cc1nn(CCCC(=O)Nc2cc(Oc3ccc(C)cc3)cc(c2)[N+]([O-])=O)c(C)c1[N+]([O-])=O,ST50636392,12004811,NA,NA,NA
K02246306,Cc1cccc(N2CCN(CC2)C(=O)c2ccc(cc2)-c2ccccc2)c1C,ST50646853,1344849,NA,NA,NA
K47355833,COCCSc1nnc(NC(=O)CCS(=O)(=O)Cc2ccccc2)s1,ST50667107,2230039,NA,NA,NA
K65040904,CC(C)Cc1cc(no1)C(=O)Nc1ccc(cc1)C(C)=O,ST50673982,5309834,NA,NA,NA
K93035233,CC(C)Cc1cc(no1)C(=O)Nc1c(F)cc(F)cc1Br,ST50677093,5309123,NA,NA,NA
K70417065,[O-][N+](=O)c1ccc(o1)C(=O)N1CCc2ccccc2C1,ST50693311,3558505,NA,NA,NA
A03896651,CC(CCc1ccccc1)NC(=O)c1ccc(Cl)cc1[N+]([O-])=O,ST50701801,2914079,NA,NA,NA
A42551960,COc1ccc2nc(NC(=O)C(Sc3ccccc3)c3ccccc3)sc2c1,ST50715257,2905045,NA,NA,NA
K35966099,CCCc1ccc(OCC(=O)Nc2ccc(Cl)cc2Cl)cc1,ST50754694,725075,NA,NA,NA
K93532534,Fc1ccc(CCNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,ST50766264,2982729,NA,NA,NA
K97890073,Clc1ccc(OC(=O)C23CC4CC(CC(C4)C2)C3)c2ncccc12,ST50779711,2941648,NA,NA,NA
K49457670,[O-][N+](=O)c1ccc(cc1)C(=O)Oc1c(Cl)cc(Cl)c2cccnc12,ST50779714,2941715,NA,NA,NA
K61867523,[O-][N+](=O)c1ccccc1C(=O)Oc1c(Cl)cc(Cl)c2cccnc12,ST50779715,1314941,NA,NA,NA
A67290410,Cc1cc(C)c2n(CC(O)CN3CCN(CCO)CC3)c(c(-c3ccccc3)c2c1)-c1ccccc1,ST50784966,2938228,NA,NA,NA
K32541941,Cc1cccc2sc(NC(=O)c3ccc(cc3)C(C)(C)C)nc12,ST50810147,770956,NA,NA,NA
K37311725,Brc1ccc2oc(=O)c(cc2c1)C(=O)Nc1cccnc1,ST50833904,1246890,NA,NA,NA
K33026143,[O-][N+](=O)c1ccc(NC(=O)NCCC2=CCCCC2)cc1,ST50835564,2956691,NA,NA,NA
K78832990,COc1cc(ccc1NC(=S)Nc1ccc(OC(F)F)c(Cl)c1)[N+]([O-])=O,ST50836165,2956785,NA,NA,NA
K32029553,Clc1ccc(CNC(=S)N2CCN(CC2)C\C=C\c2ccccc2)cc1,ST50837024,1298558,NA,NA,NA
A83282162,CC(NC(=O)Nc1ccc(cc1)C(C)=O)C12CC3CC(CC(C3)C1)C2,ST50837738,2954981,NA,NA,NA
K70274542,COc1cc(ccc1NC(=S)Nc1ccc(F)c(Cl)c1)[N+]([O-])=O,ST50838362,2955186,NA,NA,NA
K33833845,[O-][N+](=O)c1cccc(NC(=S)Nc2ccc(Cl)c(c2)C(F)(F)F)c1,ST50839240,2212425,NA,NA,NA
K06741946,[O-][N+](=O)c1ccc(NC(=S)NCc2ccc(Cl)c(Cl)c2)cc1,ST50840153,2955306,NA,NA,NA
K81919818,CC(=O)c1ccc(NC(=O)Nc2cc(OCC(F)(F)F)cc(OCC(F)(F)C(F)F)c2)cc1,ST50840566,2211024,NA,NA,NA
A28890268,CC(NC(=O)Nc1cccc(c1)C(F)(F)F)C1CC2CCC1C2,ST50840570,2954093,NA,NA,NA
K95158202,CN(C)c1ccc(NC(=S)NCc2ccc(C)cc2)cc1,ST50841343,971427,NA,NA,NA
K14568317,CCOC(=O)c1ccc(NC(=S)Nc2cccc(c2)[N+]([O-])=O)cc1,ST50849906,970356,NA,NA,NA
K77604661,COc1ccc(cc1NC(=S)Nc1ccc(Cl)c(Cl)c1)C(C)(C)C,ST50850169,2206569,NA,NA,NA
A17269205,CCOC(=O)c1c(NC(=S)NC(C)c2ccncc2)sc2CCCCCCc12,ST50850882,2955216,NA,NA,NA
K74816230,COc1cccc(CN2CCN(CC2)C(=O)Nc2ccc(Cl)c(Cl)c2)c1,ST50851279,2205566,NA,NA,NA
K61815690,CCOC(=O)c1ccc(NC(=S)Nc2ccc(Oc3ccccc3)cc2)cc1,ST50851619,2211560,NA,NA,NA
K77134953,CCN(CC)c1ccc(NC(=S)NCCc2ccc(OC)c(OC)c2)cc1,ST50851694,2205060,NA,NA,NA
K87774026,COc1ccc(CCNC(=S)N2CCN(C\C=C\c3ccccc3)CC2)cc1OC,ST50852041,5739816,NA,NA,NA
K75870846,CCc1c(C)sc(NC(=S)NC2CCN(Cc3ccccc3)CC2)c1C(=O)OC,ST50852075,2957730,NA,NA,NA
K96034397,CCOC(=O)c1ccc(NC(=S)Nc2cc(Cl)c(Cl)cc2Cl)cc1,ST50852329,1296338,NA,NA,NA
K98442093,CCOC(=O)c1ccc(NC(=S)Nc2ccc(F)c(Cl)c2)cc1,ST50852587,2206769,NA,NA,NA
K85223745,CCN(CC)c1ccc(NC(=S)NCc2ccc(Cl)cc2)cc1,ST50852674,978011,NA,NA,NA
K41476360,CCOC(=O)c1c(NC(=S)NC2CCN(Cc3ccccc3)CC2)sc(C)c1-c1ccccc1,ST50852766,2954269,NA,NA,NA
A25199338,CCOC(=O)c1cc(sc1NC(=S)NC(C)c1ccncc1)-c1ccccc1,ST50853034,2955077,NA,NA,NA
K13616091,Clc1ccc(CNC(=S)NCc2ccc(cc2)-n2cccn2)cc1,ST50853115,1295653,NA,NA,NA
K38381419,Cc1ccnc(NC(=O)COc2ccc3CCCc3c2)c1,ST50881653,17173832,NA,NA,NA
K03414329,COc1cccc(NC(=O)c2cc(nc3c(C)cc(C)cc23)-c2ccncc2)c1,ST50882609,2220917,NA,NA,NA
A46836788,CC(NC(=O)COc1ccc(cc1)-c1ccccc1)C1CCCO1,ST50885079,6468778,NA,NA,NA
K28006979,Cc1ccc2nc(cc(C(=O)Nc3ccc(cc3)C(=O)N3CCCC3)c2c1)-c1ccncc1,ST50902229,2220868,NA,NA,NA
K21926130,Cc1cc(C)c2nc(cc(C(=O)NCCCn3ccnc3)c2c1)-c1ccncc1,ST50904113,2965543,NA,NA,NA
K43165399,Clc1cc(Cl)cc(c1)C(=O)Nc1nccs1,ST50906353,1245681,NA,NA,NA
K22016601,CCOC(=O)c1c(NC(=O)c2c(F)c(F)c(F)c(F)c2F)sc2CCCCCc12,ST50914375,2163340,NA,NA,NA
K36920262,Brc1ccc(cc1)-c1cc(C(=O)NCCCn2ccnc2)c2ccccc2n1,ST50914465,2862666,NA,NA,NA
K61080321,CCN(CC)c1ccc(NC(=O)c2cnccn2)cc1,ST50921634,3414668,NA,NA,NA
K79019129,Fc1cc(Br)ccc1NC(=O)Nc1ccc(Cl)c(Cl)c1,ST50922337,1028213,NA,NA,NA
K51658556,Clc1ccc(CC(=O)Nc2nc3ccc(Cl)cc3s2)cc1,ST50923353,896507,NA,NA,NA
K30615647,Cc1ccc(cc1)-c1nc(NC(=O)CO)cs1,ST50927266,824095,NA,NA,NA
K87884072,NC(=O)c1c(NC(=O)c2cc(Cl)ccc2Cl)sc2CCCCCCc12,ST50928012,2166603,NA,NA,NA
K94740530,CCOC(=O)c1ccc(NC(=O)c2ccc(C)s2)cc1,ST50933144,1245152,NA,NA,NA
K45786527,CCCc1ccc(cc1)-c1cc(C(=O)NC2=NCCS2)c2ccccc2n1,ST50933782,1225780,NA,NA,NA
K46262419,CCOC(=O)c1c(NC(=O)c2cccc(OC)c2OC)scc1-c1ccc(OC)c(OC)c1,ST50935963,995472,NA,NA,NA
K56677640,Cc1ccc(C)c(c1)-c1cc(C(=O)Nc2nccs2)c2ccccc2n1,ST50935985,1261317,NA,NA,NA
K37607879,Cc1ccc(cc1[N+]([O-])=O)C(=O)Nc1nc(cs1)C(C)(C)C,ST50936188,1245215,NA,NA,NA
K38824041,Brc1cccc(NCCC(=O)c2cccs2)c1,ST50996431,877290,NA,NA,NA
K56057388,CC(=O)Oc1cccc2ccc(\C=C\c3ccc(Cl)cc3)nc12,ST51043393,5735676,NA,NA,NA
K17061841,[O-][N+](=O)c1ccc2C=CS(=O)(=O)c2c1,Stattic,2779853,NA,NA,NA
K17953061,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13,staurosporine,44259,NA,NA,NA
K85479953,Cc1cccc(Nc2nc(cs2)-c2ccncc2)c1,STF-62247,704473,NA,NA,NA
K41422683,CC[C@H](\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,STIGMASTEROL,5280794,NA,NA,NA
K21353513,Cc1c(cccc1[N+]([O-])=O)C(=O)NC(=S)Nc1ccc(Oc2ccc(Cl)cc2)cc1,STK008455,2905061,NA,NA,NA
K07871693,Nc1nc2ccccc2n1CCOc1ccc(Cl)cc1Cl,STK011683,896523,NA,NA,NA
K44090715,CC(C)(C)c1ccc(cc1)C(=O)NC(=S)Nc1ccc(cc1)C(O)=O,STK029109,1328458,NA,NA,NA
A68847975,O=C(CSC1=NC(=O)C(C(=O)N1)c1ccccc1)NC1CCCCC1,STK035621,2890791,NA,NA,NA
K17324372,CC(C)(C)C(=O)\C=C\Nc1ccccc1O,STK037747,2187593,NA,NA,NA
K28238912,CCOc1ccc(NC(=O)CSc2nc3ccc(cc3s2)[N+]([O-])=O)cc1,STK042027,1294642,NA,NA,NA
K14112910,[O-][N+](=O)c1ccc2[nH]c(CSc3nc4ccccc4o3)nc2c1,STK045391,720930,NA,NA,NA
K84572735,FC(F)(F)c1cc(NCCC(=O)c2cccs2)ccc1Cl,STK049297,888781,NA,NA,NA
K94228597,CCCn1nnc(NC(=O)COc2ccc(cc2)C2CCCCC2)n1,STK053270,893627,NA,NA,NA
K19346811,FC(F)(F)c1cccc(NC(=S)NC(=O)c2cccs2)c1,STK070221,739025,NA,NA,NA
A34144680,CCC(C)c1ccc(O)c(NC(=S)NC(=O)c2cncc(Br)c2)c1,STK079797,2919002,NA,NA,NA
K29759327,Brc1ccccc1C(=O)Nc1cc2OCCOc2cc1C(=O)c1ccccc1,STK080726,1329345,NA,NA,NA
K46305439,[O-][N+](=O)c1ccc(NC(S)=NCc2ccc(F)cc2)cc1,STK098304,2897464,NA,NA,NA
K81527538,CCCOc1ccc(cc1)C(=O)NC(=S)Nc1ccc(cc1)C(O)=O,STK110390,2297429,NA,NA,NA
K24073282,CCOC(=O)COc1ccc(cc1)S(=O)(=O)N1CCc2ccccc2C1,STK111767,1083014,NA,NA,NA
A00412054,CCOC(=O)c1ccc(NC(=O)CC2N(Cc3cccnc3)C(=S)N(Cc3ccccc3)C2=O)cc1,STK113177,2950545,NA,NA,NA
K25879272,Clc1ccc(COc2ccc3ccccc3c2CNCc2cccnc2)c(Cl)c1,STK115098,2200107,NA,NA,NA
K60400101,COc1ccc(Cc2nnc(SCC(=O)NCc3ccco3)o2)cc1,STK118369,1326212,NA,NA,NA
K49606565,Cc1cccc(C)c1OCc1nnc(SCC(=O)NCCc2ccccc2)o1,STK119704,1306535,NA,NA,NA
K27500103,COc1ccc(cc1)-c1nnc(SCC(=O)NCCc2ccccc2)o1,STK120955,1073178,NA,NA,NA
K48827230,COc1ccc(cc1)C(=O)CCNc1cccc(C)c1,STK127464,957276,NA,NA,NA
K28903426,CCCC(=O)N1CCN(CC1)c1ccc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc1Cl,STK130866,2943760,NA,NA,NA
K34358591,CCC(=O)NC(=S)Nc1ccc(NC(=O)c2cc(I)ccc2Cl)cc1,STK131138,1308541,NA,NA,NA
K55206601,COc1ccc(cc1)-c1csc(Nc2ccc(C)cn2)n1,STK131960,972879,NA,NA,NA
K46667855,CCc1ccc(NC(=S)Nc2ccc(Cl)c(Cl)c2)cc1,STK132462,976733,NA,NA,NA
K53120020,Fc1ccc(NC(=O)CSc2nnc([nH]2)-c2ccc(Cl)cc2)cc1Cl,STK132590,1296658,NA,NA,NA
K56975346,Cc1cccc(c1)-c1nnc(SCC(=O)NCCc2ccccc2)o1,STK133263,1299655,NA,NA,NA
K74363562,Clc1ccc(cc1)-c1nnc(SCC(=O)Nc2ccccc2Cl)[nH]1,STK136541,2204591,NA,NA,NA
K97275236,COc1ccc(Nc2nc(cs2)-c2ccccn2)c(OC)c1,STK139383,972841,NA,NA,NA
A97220420,COc1ccc(OC(C)C(=O)Nc2ccc(Cl)cc2C)cc1,STK151206,2952385,NA,NA,NA
K29624694,CN1CCN(CC1)c1ccc(c(c1)-n1nc(-c2cc(C)ccc2C)c2ccccc2c1=O)[N+]([O-])=O,STK157528,2936588,NA,NA,NA
K35087431,CC(C)(C)c1cc(Cl)c(O)c(NC(=S)NC(=O)c2cccc3ccccc23)c1,STK172871,2209743,NA,NA,NA
K98405466,Cc1ccc(cc1)C(=O)N1CCN(CC1)c1ccc(NC(=O)COc2ccccc2Cl)cc1,STK174292,2947144,NA,NA,NA
K40270584,Cc1ccc(cc1)-c1nnc(SCC#CCOC(=O)c2ccco2)o1,STK177405,2927566,NA,NA,NA
K69204392,Brc1ccc(cc1)-c1nnc(SCC#C)o1,STK177416,2176170,NA,NA,NA
K63922066,CCCCC(=O)NC(=S)Nc1ccc(N2CCN(CC2)C(=O)c2ccco2)c(Cl)c1,STK183931,2978027,NA,NA,NA
K92523129,CCOC(=O)Cc1c(C)nc2c(cnn2c1O)-c1cccc(Br)c1,STK189417,1209937,NA,NA,NA
K93299155,CCc1ccc(OCC(=O)Nc2cccc(F)c2)cc1,STK201724,807209,NA,NA,NA
K93862193,[O-][N+](=O)c1ccc(cc1)C(=O)CSc1ccccc1,STK205579,975838,NA,NA,NA
K37044890,COc1cccc(OCC(=O)c2ccc(Br)cc2)c1,STK208503,2980256,NA,NA,NA
K41682734,Cc1cc(NC(=O)CSc2nc3cc(Cl)ccc3o2)no1,STK208601,974455,NA,NA,NA
A49337844,OC1(CC(=O)c2ccncc2)C(=O)N(CCc2ccccc2)c2ccc(Cl)cc12,STK214933,2950917,NA,NA,NA
K74156029,Ic1ccccc1C(=O)Nc1ccc(cc1)-c1nc2ccccc2c(=O)o1,STK223205,1342337,NA,NA,NA
K62824982,CCCC(=O)Nc1cccc(c1)-c1nc2ccccc2c(=O)o1,STK223436,1107361,NA,NA,NA
K52518699,COC(=O)COc1cccc(NC(=O)c2cccc(C)c2)c1,STK223983,893878,NA,NA,NA
K25153909,COC(=O)COc1ccc(NC(=O)c2ccc3C(=O)N(C(=O)c3c2)C(C)(C)C)cc1,STK224033,1026149,NA,NA,NA
K63488306,COC(=O)COc1ccc(NC(=O)COc2ccc(cc2)C(C)(C)C)cc1,STK224081,1231028,NA,NA,NA
K79066479,COC(=O)COc1ccc(NC(=O)COc2ccc(C)cc2C)cc1,STK224082,894367,NA,NA,NA
K02180780,COC(=O)COc1ccc(NC(=O)CSc2ccc(Cl)cc2)cc1,STK224485,1288793,NA,NA,NA
K03061384,COC(=O)COc1cccc(NC(=O)c2ccc(Cl)cc2)c1,STK224551,976810,NA,NA,NA
K52853326,Cc1ccc(Nc2c(nc3cc(C)ccn23)-c2ccccn2)cc1,STK229235,6952211,NA,NA,NA
K64653349,CSc1nsc(SCC(=O)N2CCN(CC2)c2ccccc2)n1,STK233032,1266194,NA,NA,NA
K35476463,CSc1nsc(SCC(=O)c2ccccc2)n1,STK233038,935567,NA,NA,NA
K93167983,Cc1ccc(C(=O)NC(=S)Nc2cccc(NC(=O)c3cccs3)c2)c(C)c1,STK233471,1287644,NA,NA,NA
K92138131,CC(C)(C)c1ccc(cc1)C(=O)Nc1cccc(NC(=O)c2cccs2)c1,STK233970,1318113,NA,NA,NA
A95999460,CCC(C)Oc1ccc(cc1)C(=O)NC(=S)Nc1ccc(NC(=O)c2ccco2)cc1,STK234241,2936944,NA,NA,NA
K87058249,Cc1cc(C)cc(c1)C(=O)NC(=S)Nc1cc(ccc1O)[N+]([O-])=O,STK243033,4999938,NA,NA,NA
K51562378,CCCCOc1ccc(cc1)C(=O)NC12CC3CC(CC(C3)C1)C2,STK243813,2937540,NA,NA,NA
A30099180,CCC(C)Oc1ccc(cc1)C(=O)NC(=S)Nc1ccc(cc1)N1CCOCC1,STK243834,2941006,NA,NA,NA
K86307889,CCc1ccc(cc1)C(=O)NC(=S)Nc1ccc(Cc2ccncc2)cc1,STK248341,1317508,NA,NA,NA
K92914007,CCOC(=O)c1c(NC(=O)c2c(F)c(F)c(F)c(F)c2F)sc(C(=O)OC)c1C,STK248464,2200274,NA,NA,NA
K04635421,CC1CCN(CC1)c1ccc(NC(=O)c2ccc(o2)[N+]([O-])=O)cc1,STK255204,2202555,NA,NA,NA
K51097367,CCN(CC)c1ccc(NC(=O)c2ccc(o2)[N+]([O-])=O)c(C)c1,STK255363,952838,NA,NA,NA
K13262355,[O-][N+](=O)c1ccc(NC(=O)COc2ccc(Br)cc2)nc1,STK255593,2953923,NA,NA,NA
A06289894,O=C(CCN1C(=O)C2C(C3C=CC2C2CC32)C1=O)Oc1cccc2cccnc12,STK257900,2941444,NA,NA,NA
K88801048,O=C(CCN1C(=O)c2ccccc2C1=O)Oc1cccc2cccnc12,STK258537,889313,NA,NA,NA
A88256569,CC(N1C(=O)C2C(C3C=CC2C2CC32)C1=O)C(=O)Oc1cccc2cccnc12,STK258540,2938342,NA,NA,NA
A90793235,O=C(CCN1C(=O)C2C3CC(C=C3)C2C1=O)Oc1cccc2cccnc12,STK258548,2942297,NA,NA,NA
K93656731,COc1cccc(OC)c1C(=O)Nc1ccc(Cl)c(c1)-c1nc2ccccc2s1,STK259571,2202504,NA,NA,NA
K03077839,CCc1cc(I)ccc1NC(=O)c1ccc(o1)[N+]([O-])=O,STK259593,1291319,NA,NA,NA
K01946086,CC(C)(C)NC(=O)c1ccc(NC(=O)c2ccccc2-c2ccccc2C(O)=O)cc1,STK259796,2204234,NA,NA,NA
K19758431,COC(=O)COc1ccc(NC(=O)c2ccc(cc2)-c2ccccc2)cc1,STK259872,2954010,NA,NA,NA
K77105145,COC(=O)COc1cccc(NC(=O)COc2ccccc2)c1,STK266425,888381,NA,NA,NA
K92977486,O=C(CCCC(=O)OCC(=O)c1cccs1)Nc1ccc(Oc2ccccc2)cc1,STK269684,2202206,NA,NA,NA
K96750712,Clc1ccc2N(Cc3cccc4ccccc34)C(=O)C(=O)c2c1,STK272746,2196887,NA,NA,NA
K26531794,Clc1ccc2N(Cc3ccccc3Cl)C(=O)C(=O)c2c1,STK272758,2196453,NA,NA,NA
A38906757,OC1(C(=O)N(Cc2ccccc2Cl)c2ccc(Br)cc12)c1c[nH]c2ccccc12,STK272773,2949601,NA,NA,NA
K15259075,Cc1ccc(CN2C(=O)C(=O)c3cc(Br)ccc23)c(C)c1,STK272808,2196623,NA,NA,NA
K90119873,O=C(CSc1ccccc1)Nc1ccc(cc1)-c1nc2ccccc2c(=O)o1,STK284372,2973186,NA,NA,NA
A11816061,CCC(C(=O)Nc1ccc(cc1)CC(=O)OC)c1ccccc1,STK284415,2973652,NA,NA,NA
K45679388,COc1ccc(cc1OC)-c1nc2ccc(C)cc2c(=O)o1,STK295701,741522,NA,NA,NA
A97092801,OC1(C(=O)N(Cc2ccccc2Cl)c2ccc(Cl)cc12)c1c[nH]c2ccccc12,STK296656,2951516,NA,NA,NA
K99874391,COc1ccc(Br)cc1C(=O)Nc1ccc(N2CCN(CC2)C(=O)C(C)C)c(Cl)c1,STK323886,2952382,NA,NA,NA
K06130047,COc1ccc(Br)cc1C(=O)Nc1ccccc1N1CCN(CC1)C(=O)c1ccccc1,STK336518,1264386,NA,NA,NA
K88133561,[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccc(cc1)N1CCN(CC1)C(=O)c1ccc(Cl)cc1,STK344455,1254472,NA,NA,NA
K44855601,[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccc(Cl)cc1C(F)(F)F,STK345483,801196,NA,NA,NA
K72002267,Cc1ccc(cc1)C(=O)N1CCN(CC1)c1ccc(NC(=O)COc2ccccc2C)cc1,STK345757,2960094,NA,NA,NA
K90708562,CCCC(=O)NC(=S)Nc1ccc(N2CCN(CC2)C(=O)c2cccs2)c(Cl)c1,STK345778,2214873,NA,NA,NA
K10466228,CCc1ccc(OCC(=O)Nc2ccc(N3CCN(CC3)C(=O)c3cccs3)c(Cl)c2)cc1,STK345781,2214575,NA,NA,NA
A63235629,CCC(C)c1ccc(OCC(=O)Nc2ccc(OC)c(c2)[N+]([O-])=O)cc1,STK346335,2955279,NA,NA,NA
K64008776,CCN(CC)c1ccc(cc1)-n1nc2cc(C)c(NC(=S)NC(C)=O)cc2n1,STK347126,2236427,NA,NA,NA
K77597861,[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccccc1Br,STK347429,802695,NA,NA,NA
K06862752,Clc1cc(NC(=O)CC23CC4CC(CC(C4)C2)C3)ccc1N1CCOCC1,STK347541,2960332,NA,NA,NA
K78777879,COc1ccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)cc1Cl,STK347547,2960493,NA,NA,NA
K09121556,COc1ccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)cc1[N+]([O-])=O,STK347548,2959531,NA,NA,NA
K41837150,FC(F)(F)c1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,STK347550,2959251,NA,NA,NA
K55095735,[O-][N+](=O)c1ccc(o1)C(=O)Nc1ccc(cc1)N1CCN(Cc2ccccc2F)CC1,STK347577,2214004,NA,NA,NA
K26485457,O=C(CC12CC3CC(CC(C3)C1)C2)NC(=S)Nc1ccc(cc1)-c1nc2ccccc2[nH]1,STK355881,2959202,NA,NA,NA
K31904488,[O-][N+](=O)c1cccc(NC(=O)CN(c2ccc(Cl)c(Cl)c2)S(=O)(=O)c2ccccc2)c1,STK359644,1308285,NA,NA,NA
K17278870,Cc1ccc(cc1)C(=O)N1CCN(CC1)c1ccc(NC(=O)COc2c(C)cc(C)cc2Br)cc1,STK360162,2948407,NA,NA,NA
K81642436,[O-][N+](=O)c1ccc(C(=O)NCCN2CCOCC2)c(c1)[N+]([O-])=O,STK374062,3111258,NA,NA,NA
A44129534,Fc1ccc(cc1)C1=NN(C(C1)c1cccs1)c1ccc(Cl)cc1,STK378688,2883098,NA,NA,NA
A88358860,CCOC(=O)c1c(NC(=O)CN2CCN(C)CC2)sc2CC(C)CCc12,STK385060,2882218,NA,NA,NA
K94908540,CCOc1ccc(cc1Br)C(=O)Nc1ccc(N2CCN(CC2)C(=O)c2cccs2)c(Cl)c1,STK390950,2213659,NA,NA,NA
A52179478,CC(C)c1ccc(OCC(O)Cn2cnc3cc(C)c(C)cc23)cc1,STK392286,2876711,NA,NA,NA
K15788763,CCCn1cnc2cc(NCc3ccc(Cl)cc3Cl)ccc12,STK398685,6621371,NA,NA,NA
A42836734,CCC1CCc2sc(cc2C1)C(=O)NCC1CCCO1,STK487288,17191117,NA,NA,NA
K08589814,COc1cc(NC(=O)c2ccc3OCCOc3c2)ccc1NC(=O)c1ccccc1Cl,STK519797,1256658,NA,NA,NA
K04012735,CC(=O)Oc1cccc2ccc(\C=C\c3ccc(F)cc3)nc12,STK521793,5735759,NA,NA,NA
K36105712,Cc1ccccc1\C=C\c1ccc2cccc(O)c2n1,STK521802,5735532,NA,NA,NA
K21053570,CCC(=O)Oc1cccc2ccc(\C=C\c3ccc(cc3)C(=O)OC)nc12,STK521991,5739008,NA,NA,NA
K64554416,COc1ccc(CNc2nc3nc4CCCc4c(O)n3n2)cc1,STK572765,1970334,NA,NA,NA
A43525162,CN1C(c2ccccc2)C2(Cc3cc(ccc13)[N+]([O-])=O)C(=O)NC(=O)N(c1ccc(Br)cc1)C2=O,STK572884,4887037,NA,NA,NA
K58637934,Cc1c(C)n2c(nc3n(C)c(=O)[nH]c(=O)c23)n1-c1ccccc1O,STK583616,4859535,NA,NA,NA
K21436178,COc1ccc(cc1)N1CCN(Cc2nc(N)nc(Nc3ccc(C)c(Cl)c3)n2)CC1,STK584629,666419,NA,NA,NA
K87123083,Cc1cccc(Nc2nc(N)nc(CN3CCN(CC3)c3cccc(Cl)c3)n2)c1,STK596268,1256866,NA,NA,NA
K09866275,CC(C)c1ccc(CNc2nc3nc4CCCc4c(O)n3n2)cc1,STK599507,2027973,NA,NA,NA
K64402253,CC(C)CCn1c(nc2n(C)c(=O)[nH]c(=O)c12)N1CCN(Cc2cccc(Cl)c2)CC1,STK600231,4972476,NA,NA,NA
K92419665,Cc1cn2c(nc3n(C)c(=O)[nH]c(=O)c23)n1CCCNc1ccc(Oc2ccccc2)cc1,STK625660,16417175,NA,NA,NA
K73375584,CN(CCCn1c(C)cn2c1nc1n(C)c(=O)[nH]c(=O)c21)Cc1ccccc1,STK642038,16805474,NA,NA,NA
K10380371,CCCCN1C(=O)NC(=O)\C(=C\c2ccc[nH]2)C1=O,STK845887,5899106,NA,NA,NA
K26144410,COc1ccc(cc1)-c1c(C)nn2c1[nH]c(C)c(Cc1ccccc1)c2=O,STK849609,2208092,NA,NA,NA
A16938431,Cc1n[nH]c2OC(N)=C(C#N)C(c3ccc(o3)-c3ccc(C)cc3)c12,STK850225,3737081,NA,NA,NA
A60330793,COc1ccc(cc1)-c1ccc(o1)C1c2c(C)n[nH]c2OC(N)=C1C#N,STK851444,3829864,NA,NA,NA
K20132233,CSc1nc2nc3CCCCc3c(O)n2n1,STK852731,1848596,NA,NA,NA
K89315741,Cc1ccc(cc1)-c1nc(Nc2ccc(O)cc2)c2ccccc2n1,STK852862,700720,NA,NA,NA
